pdb,partner1,partner2,database,cms,dslf_fa13,fa_atr,fa_dun_dev,fa_dun_rot,fa_dun_semi,fa_elec,fa_intra_atr_xover4,fa_intra_elec,fa_intra_rep_xover4,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,hxl_tors,ifa_complex_normalized,ifa_dG_cross,ifa_dG_cross_dSASAx100,ifa_dG_separated,ifa_dG_separated_dSASAx100,ifa_dSASA_hphobic,ifa_dSASA_int,ifa_dSASA_polar,ifa_delta_unsatHbonds,ifa_hbond_E_fraction,ifa_hbonds_int,ifa_nres_all,ifa_nres_int,ifa_packstat,ifa_per_residue_energy_int,ifa_sc_value,ifa_side1_normalized,ifa_side1_score,ifa_side2_normalized,ifa_side2_score,interaction_energy,lk_ball,lk_ball_bridge,lk_ball_bridge_uncpl,lk_ball_iso,omega,p_aa_pp,pro_close,rama_prepro,ref,total_score,dG_exp
5ays,A,C,pdbbind,443.246002197266,0.0,-2028.20748107449,65.253082975429,157.688743828133,304.265113674987,-595.713585048349,-126.747137427931,-59.2931277908238,62.207700654346,82.3010480000863,232.114456989309,1355.94905757136,-65.6726932023298,-81.3574366794746,-42.8522808249428,-126.721585298102,70.556399145415,-2.60561466217041,-40.9890022277832,-2.23800158500671,-40.9890022277832,-2.23800158500671,1000.91149902344,1831.50012207031,830.588562011719,10,0.08076324313879,4,339,72,0.587225198745727,-2.8621711730957,0.553751051425933,-1.94710075855255,-68.1485290527344,-3.72777819633484,-137.927795410156,-39.9554050654897,734.672511297811,-2.98097906212202,-19.4865151015714,-765.35987947602,39.7604196377038,-77.226314111481,5.30865917302499,79.0021583828633,-80.763744,-883.303407767169,-12.6794966570307
1f47,B,A,pdbbind,327.272674560547,0.0,-885.531966234231,23.2510437769188,81.3211330851842,151.994608431707,-283.693000363151,-55.7056210964716,-29.9117399087976,28.5568666866381,40.7188749769852,90.5839725102509,623.569385602565,-18.0551324946622,-44.947956169213,-14.8899881468441,-63.8078580800618,25.3598715107958,-2.60165190696716,-42.7813453674316,-3.48930478096008,-42.7813453674316,-3.48930478096008,865.222961425781,1226.07067871094,360.847747802734,1,0.062311060726642,2,161,42,0.711254298686981,-2.99571037292481,0.739587664604187,-3.42247104644775,-99.2516632080078,-2.043705701828,-26.5681743621826,-40.1155928839573,334.068922764192,-0.900811529829005,-6.61005603801297,-350.243108329456,6.12024760974467,-45.211733110118,1.43583274611471,28.3805742511326,-54.71831,-418.865947548619,-6.36175480047276
3h8k,A,B,pdbbind,645.970703125,0.0,-1132.07553895819,34.8793844452903,107.462604128612,192.030124974721,-351.083467821615,-68.755150936329,-38.9083476114502,31.0143171280747,46.3900820090774,130.101313659527,819.126538026099,-40.9033892497729,-34.888825153777,-17.8765807820048,-94.3195044410085,25.8637293173783,-2.37368988990784,-77.674560546875,-3.63260221481323,-77.674560546875,-3.63260221481323,1415.76916503906,2138.26220703125,722.493103027344,7,0.109999291598796,8,192,66,0.679723799228668,-2.65724778175354,0.747373938560485,-3.10229396820068,-120.989471435547,-2.01440334320068,-54.3888893127441,-77.6745592827363,429.223215571856,-1.06835392588008,-7.70079115336495,-440.479000962345,12.0617637180114,-41.048930683786,7.05410505787056,52.1344255230715,-73.982158,-455.748436119935,-10.4743885577085
5m72,A,B,pdbbind,808.134887695313,0.0,-1036.16438189539,24.2046216344361,85.7539537248515,173.865978247831,-321.944822834351,-61.378163721812,-38.6811714870172,26.7163964964136,46.9478589204545,95.0051514073466,760.016063425893,-13.4752747770937,-2.87653636501498,-25.3020903504368,-119.395829842916,29.0526662331792,-2.53361701965332,-109.315284729004,-4.38153028488159,-109.315284729004,-4.38153028488159,1766.76806640625,2494.9111328125,728.14306640625,7,0.126989424228668,8,171,93,0.638597309589386,-3.17755889892578,0.798301041126251,-3.28083157539368,-236.219879150391,-2.82348084449768,-59.293098449707,-109.315283097938,401.555435248661,-1.10758036774204,-8.22553714324027,-426.523886293068,14.1036446308565,-27.476639787199,0.293829412146894,23.0620984349685,-31.274292,-433.248509048244,-10.2065941957745
4w6y,A,B,pdbbind,408.841156005859,-4.70807467999918,-1481.77081421206,43.1629502844751,129.982867150391,225.502841434614,-498.035367547245,-79.2426317153371,-85.4114331321939,28.9356694220721,53.2136025166822,150.975768231584,974.391556433333,-49.2984037534177,-160.700409938482,-46.7635241502262,-27.8154889008284,98.5312811016145,-2.95786213874817,-49.4760780334473,-3.45576333999634,-49.4760780334473,-3.45576333999634,741.368530273438,1431.69750976563,690.328979492188,8,0.230177193880081,9,274,60,0.712207019329071,-2.88435864448547,0.747757077217102,-3.13519167900085,-90.9205627441406,-2.64970803260803,-82.1409530639648,-47.4891270702683,545.513172460921,-2.35915714068585,-17.3591010445091,-564.652181173964,26.5632118665712,-71.5086177907351,3.02138678444249,17.9346163492387,-18.557952,-810.454233143743,-12.0072048212633
5vt9,A,C,pdbbind,939.277648925781,0.0,-948.52442925683,30.6864930012139,76.4539003694542,157.94812269319,-304.886097568456,-55.4325648599265,-42.0361367219246,19.3491170843217,38.9403055256028,94.7406771162537,712.570476180243,-40.3447841076533,-10.284649697235,-25.1204489544852,-95.267657940618,34.1607714815582,-2.47533798217773,-115.63077545166,-3.88389420509338,-115.63077545166,-3.88389420509338,1977.06274414063,2977.1865234375,1000.12371826172,11,0.172095611691474,17,164,91,0.616545259952545,-2.68388962745666,0.688593447208404,-2.9037823677063,-177.130722045898,-2.23677444458008,-67.1032333374023,-114.319953100836,373.177625783482,-1.1576397403039,-8.18185902359414,-392.167321769986,17.6409110382902,-34.3124764454408,1.00879608278679,23.6102640935861,-28.52681,-405.955415636472,-10.9139752329985
3g6d,HL,A,benchmark,488.145355224609,-4.45490703009949,-2821.08216952994,79.3658568429,263.01601763527,411.509306690384,-861.902039345238,-153.22041710411,-131.503269043498,50.4613763528137,100.221546656507,303.658563162618,1873.3370854913,-73.3786850133253,-234.515841717154,-64.9364287140492,-108.056644759592,167.804852806738,-2.54185366630554,0.0,0.0,-59.296314239502,-3.2154552936554,1015.05712890625,1844.10327148438,829.046081542969,5,0.248147413134574,11,539,63,0.616053402423858,-2.08934473991394,0.610888659954071,-2.27450084686279,-75.0585250854492,-1.88567328453064,-56.570198059082,-59.2963161154049,1037.57871963173,-4.59494040742996,-30.5438398942077,-1079.74111864633,45.5708473942582,-131.676616629815,8.59888182817738,92.4692644700693,-104.044564,-1370.05916287203,-14.638070893685
4eig,A,B,pdbbind,507.412689208984,-0.335249363617222,-1535.76650213177,40.1783122595312,140.07112884283,247.162149512662,-490.719658071125,-89.6383590050663,-64.7496483203018,36.9337197246068,61.9816434721155,156.922575960201,980.908341144064,-45.7593179626241,-130.543360876866,-34.0936638368125,-55.0980505238592,54.3441332350742,-2.97606587409973,-60.6476440429688,-3.28317499160767,-60.6476440429688,-3.28317499160767,1054.62084960938,1847.22546386719,792.604553222656,7,0.166705638170242,12,276,77,0.618112027645111,-2.9033670425415,0.653250038623809,-2.67455792427063,-109.656875610352,-3.16395497322083,-113.902381896973,-58.0848778853055,558.016328172341,-2.23810786935677,-15.7594024605777,-574.894406120592,21.7239374292291,-71.8879444400519,2.06243681044895,25.0691512251021,-35.2844,-821.394213194416,-12.2782221371233
2ygg,A,B,pdbbind,640.433471679688,0.0,-1128.86079050703,33.6894455186831,133.669313520814,247.692633978429,-415.428613741628,-81.5197204304462,-56.336063346244,34.6308892463159,67.4993054092498,98.3571340466704,1042.01083473105,-42.0077128860279,-8.62152842647032,-26.8704845541593,-145.087281099083,41.7826272478961,-1.63167810440064,-79.0885848999023,-3.34825444221497,-79.0885848999023,-3.34825444221497,1435.55444335938,2362.08422851562,926.52978515625,8,0.235505759716033,13,212,74,0.623930931091308,-2.29197072982788,0.7262943983078,-1.8679141998291,-52.3015975952148,-2.55009198188782,-117.304229736328,-79.0885876268293,520.846193047877,-1.3817318403958,-10.7244574984567,-523.865142245603,18.6889461714522,-48.3656760295395,0.596033963472915,-3.07127752700893,-93.2386279999999,-345.915751250178,-10.5032959933652
3oj2,A,C,pdbbind,808.6083984375,-1.02977858279995,-1890.18883490835,64.9474662225055,185.819011257328,324.853138199801,-583.344101360554,-114.119728887693,-80.7536451864169,45.8777076716847,80.7553633212546,207.441240508754,1270.43100390823,-77.8907417954641,-159.816341151616,-30.1943194310779,-48.4945984562414,68.151169685468,-2.80168533325195,-92.8031616210938,-3.19085788726807,-92.8031616210938,-3.19085788726807,1702.56408691406,2908.40771484375,1205.84375,20,0.204111009836196,15,344,101,0.622368335723877,-2.88467121124268,0.714506864547729,-3.23190784454346,-161.595397949219,-2.54424333572388,-129.756408691406,-91.7086420194609,658.49993366711,-3.56826766025295,-22.9212361399838,-709.14851177489,14.9564353719801,-95.9048790799694,4.66129987944891,20.2015877585081,-93.0001119999999,-963.779738963244,-9.39428146324347
4je4,A,B,pdbbind,426.685272216797,0.0,-1063.78965281184,22.3454902651793,86.9620587740126,154.435451122446,-333.956926947132,-62.3106538966716,-43.7748908855893,22.3565091150951,37.6421199133863,117.29553551252,682.230898681966,-28.3687190903503,-90.1605383672253,-21.1745617790728,-36.7128782223491,61.3398378635723,-3.01521110534668,-45.7847023010254,-2.58095598220825,-45.7847023010254,-2.58095598220825,1007.07019042969,1773.94372558594,766.87353515625,6,0.278553456068038,9,195,74,0.5932577252388,-2.85295271873474,0.634303271770477,-2.75375986099243,-101.889114379883,-2.95214533805847,-109.229385375977,-39.6118598077492,383.810753479287,-1.51685900948178,-11.0519124449451,-399.352941376844,18.3605569192991,-61.5861635412072,1.24318132154106,22.8697846633121,-45.1016399999999,-587.966160741095,-10.7146205127186
5mtm,A,B,pdbbind,428.848846435547,0.0,-1051.97100357613,25.9673211316832,94.7384101188884,161.557221998822,-302.100118641121,-63.7702751198188,-48.6410341071328,22.5867626780799,42.9246544402033,104.423901376975,673.202258980341,-31.1790688720968,-86.7264714850343,-22.3939183799737,-36.0167193330506,65.9704504275169,-2.85107040405273,-52.9029312133789,-3.57405781745911,-52.9029312133789,-3.57405781745911,855.199035644531,1480.19226074219,624.993286132812,0,0.220187753438949,10,200,57,0.708299160003662,-3.54155421257019,0.808343887329101,-3.45288753509521,-96.6808471679688,-3.62716341018677,-105.187736511231,-49.3000857382829,361.428023298476,-1.79748257812362,-12.5127186299873,-392.2131042134,22.4272224331429,-51.963732186062,1.95138088015281,17.4831567158997,-63.589182,-570.214064641755,-11.1252997523519
4e6k,AB,G,skempi,319.331359863281,0.0,-2396.86231145912,61.3841323350453,192.132677377893,429.328993822074,-770.055258572308,-142.36557857624,-64.5740232402821,70.1002532324623,105.919433385649,201.131396589713,1918.49798460932,-58.5457282257672,-20.4062139690014,-59.58729284703,-315.991040401299,36.8986532038382,-2.52731919288635,0.0,0.0,-37.5964508056641,-3.02097249031067,782.256469726562,1244.51489257813,462.258392333984,10,0.202601566910743,5,371,44,0.583066344261169,-2.76712918281555,0.685219168663024,-3.57531189918518,-92.9581146240234,-1.59975397586823,-28.7955703735352,-36.3277987429834,962.539052643426,-2.27552729209963,-16.4554347578678,-1017.1766380789,34.0956095569743,-56.3581547214828,0.255598159078973,31.7618821458761,-61.027856,-937.63539108005,-7.39909312198506
5mn2,A,D,pdbbind,441.667388916016,-2.15313762879968,-1520.75371118819,30.4026175345403,126.385202730455,263.390009493682,-410.652667717849,-91.3398585223697,-54.2519567489032,23.1999472248719,55.4697686617816,129.671727392997,1031.23847834218,-53.1562678994004,-137.705260841701,-23.1442663332064,-38.4984282859441,64.4999939243292,-2.67877626419067,-50.0028533935547,-3.37529945373535,-50.0028533935547,-3.37529945373535,916.521850585938,1481.43444824219,564.912658691406,19,0.183592230081558,6,262,48,0.702605664730072,-2.89709115028381,0.776447117328643,-3.64391493797302,-112.961364746094,-1.53523576259613,-26.099006652832,-49.0686808742624,559.394149338152,-2.16065515374653,-13.9069964862498,-589.099850128589,31.9522509734868,-50.7747626339546,0.559320676922179,26.05466803239,-56.45968,-701.839365243119,-7.61935531948537
2hrk,A,B,benchmark,449.580993652344,0.0,-1621.54417642377,45.148434870956,159.7441632131,239.744810106348,-500.047526524293,-99.187157347735,-62.0865439188208,46.6153754676973,67.3142694258816,165.688313071529,1162.21865997506,-55.4739389962517,-19.6583316948676,-15.402751642721,-158.313051105208,62.3482685471346,-2.21319961547852,-43.6514587402344,-2.71791100502014,-43.6514587402344,-2.71791100502014,984.653076171875,1606.06652832031,621.413513183594,10,0.054280266165733,2,282,50,0.559670746326446,-2.3923134803772,0.707185983657836,-2.52215003967285,-58.0094528198242,-2.2817120552063,-61.6062240600586,-43.6514604221183,631.495603602335,-2.10038826559621,-14.2766312175393,-667.06935035808,35.3759807622168,-46.0052872931733,3.72090252848433,54.5275892661294,-36.899538,-624.122301951183,-10.9763997478364
4kjy,A,B,pdbbind,590.083251953125,-2.2794508178696,-1213.00079856816,35.7502888822911,124.839478443835,188.762216313537,-408.965140148612,-73.2865824718807,-66.0506661652889,36.1398135819239,49.0410987204018,126.412224236234,851.004746180204,-47.5374198944041,-109.847627321849,-31.3187485731865,-24.9865427286466,81.1341090968244,-2.63432598114014,-53.0806732177734,-2.8584406375885,-53.0806732177734,-2.8584406375885,1003.70855712891,1856.98022460938,853.271606445312,17,0.183485567569732,12,228,67,0.634810745716095,-2.84118723869324,0.7748544216156,-3.2190363407135,-106.228202819824,-2.47445154190064,-84.13134765625,-52.446362640295,453.608956039081,-2.13534685666183,-14.2557464512637,-471.952376902086,23.5393325179189,-57.440355353375,6.65759729705746,23.8154142353493,-78.2747899999999,-600.62631670863,-14.1664079943052
2omx,A,B,pdbbind,705.29833984375,0.0,-3209.35219092755,81.3316776657345,238.701537390448,490.995483552036,-991.278873259576,-169.685817976393,-178.319963911887,70.8568110168326,119.619721056094,335.213013470373,2092.99090814582,-159.631825500269,-245.162662870759,-63.0567216700568,-113.815710266578,211.763276895327,-2.95534586906433,-62.3807334899902,-2.22988367080689,-62.3807334899902,-2.22988367080689,1301.29833984375,2797.48828125,1496.18981933594,10,0.16144374012947,11,569,114,0.56297218799591,-2.99787354469299,0.563053488731384,-3.00884652137756,-234.690032958984,-2.97409844398499,-107.067543029785,-62.3807318821681,1189.25558320573,-5.64060349672257,-38.7487413289534,-1228.19427794494,76.0714523867689,-113.04539826655,6.23158667306464,168.876204498442,-247.566232,-1681.59176346357,-9.44170555908846
1grn,A,B,benchmark,635.201599121094,-0.797170506781568,-2313.88927766914,85.4150641453515,179.52904852827,373.032066523101,-643.923545519575,-137.309057116305,-67.1221411635872,63.267987666846,90.199334155827,279.404350476537,1569.15972224178,-49.9729904076754,-57.7495147837559,-49.6601544167139,-177.928764151493,97.3417275701225,-2.23229002952576,-58.8121032714844,-2.42317986488342,-58.8121032714844,-2.42317986488342,1418.99816894531,2427.06298828125,1008.06488037109,20,0.16458311676979,8,388,84,0.600577712059021,-1.73833644390106,0.676602125167846,-1.50580310821533,-57.2205200195313,-1.93042922019959,-88.7997436523438,-58.8121030258413,868.577591125581,-3.01050471750593,-19.4094129516717,-891.933659303886,17.81971567387,-64.6740472344734,4.27508038302554,126.285752985606,-143.055764,-866.128562466642,-8.74641647018131
3zrz,A,C,pdbbind,633.363830566406,-4.33042047503384,-554.719819315586,14.0422715754517,55.1695619261164,77.9649564947689,-212.627116744406,-31.4868243378853,-29.2015598092183,10.3028844198982,21.4163607671871,50.7785972969804,416.500571604821,-19.7145476157307,-63.253725392307,-22.9520934153115,-12.1639752034284,40.066315322921,-2.99852848052979,-81.8636016845703,-3.77006793022156,-81.8636016845703,-3.77006793022156,966.421752929688,2171.4091796875,1204.98742675781,10,0.311480790376663,19,107,74,0.630174040794372,-3.03561329841614,0.770186960697174,-3.41183423995972,-191.062713623047,-1.86514866352081,-33.5726776123047,-67.327708609651,207.832493372175,-1.04220488718968,-6.79731972516792,-219.232992772266,6.99374869992527,-32.3258490186501,0.433809226404656,4.49773948562751,-16.993398,-320.842536519905,-14.3558047507295
1dqj,AB,C,benchmark,528.351379394531,-8.09392253980031,-3094.66077849703,91.7671115833136,286.785684537048,419.261063300588,-1002.04487874142,-163.97089319838,-148.344189117749,71.803204621823,108.505398726353,347.901333538476,2109.70741752154,-115.985920966145,-254.556060777702,-85.6381928297067,-106.851848181078,210.121261220038,-2.77259278297424,0.0,0.0,-51.130485534668,-2.98623585700989,752.012878417969,1712.20520019531,960.1923828125,11,0.325035631656646,14,553,64,0.707089722156524,-2.54480981826782,0.67216956615448,-2.49898457527161,-84.9654769897461,-2.59674501419067,-77.9023513793945,-50.0326640372752,1160.48699808877,-5.17158850764769,-38.2022870477385,-1194.54023471916,27.3058392946964,-124.154279806955,3.77489507163014,93.2763913365884,-121.72531,-1533.24378608965,-11.6665629679752
4afq,A,C,pdbbind,567.697448730469,-3.63591186553295,-1646.78270563232,46.2386442028576,148.649928336987,218.786555047565,-499.119980667828,-92.7308034418548,-58.9607902604161,32.3489629236388,57.8462630305526,180.253178483468,1053.31769107841,-57.1007993412098,-136.693156479263,-32.5303862000752,-48.8396698814489,69.341458335,-3.07521605491638,-59.0094909667969,-3.04444217681885,-59.0094909667969,-3.04444217681885,885.975708007813,1938.26928710938,1052.29357910156,10,0.235015407204628,14,287,79,0.695059716701507,-2.92085838317871,0.689979612827301,-2.60013890266418,-122.206527709961,-3.39191508293152,-108.541282653809,-55.6801546018529,562.405970989782,-3.17121326119871,-21.1548017608519,-605.487587781123,26.4649917428671,-71.357352018286,2.56166405595427,52.1529887307777,-55.3901400000001,-882.587001633549,-11.7595201277048
1sv0,A,C,pdbbind,272.880889892578,0.0,-957.343530464573,38.4487351662125,106.348277396592,113.750237637182,-278.373700684945,-59.2976531461471,-18.70270160195,25.4176096901621,40.0244403208348,113.145983960365,687.858677144026,-25.7269058298672,-8.88934491012446,-14.9895216120094,-97.3249989527632,14.8687660672418,-2.29298067092895,-37.9354476928711,-4.0471339225769,-37.9354476928711,-4.0471339225769,533.166564941406,937.341064453125,404.174499511719,2,0.218172490596771,6,159,44,0.643278539180755,-2.68313431739807,0.669163763523101,-2.53041410446167,-50.608283996582,-2.81040096282959,-67.4496231079102,-36.8254383332319,354.683597954153,-0.692669736540058,-5.35125442866968,-372.73496106154,4.32626797593602,-33.7548625861266,4.76877431106899,34.4126786487882,-29.45585,-364.583908742694,-10.8521434995031
